20250518  5  9  9  9 -3  1 -3  3 10  0 -2  9
20250518  5 10 65  3  4  0  3  1  1  4 22  1
20250518  5 11  .  .  .  .  .  .  .  .  .  .
20250518  5 12  .  .  .  .  .  .  .  .  .  .
20250518  6  1 33  4  2  0  3 10  4  3  9  6
20250518  6  2 24  7  0  0  0  5 10  1  4  8
20250518  6  3 26  6  2  0  3  1  5  2  9 10
20250518  6  4 18  8  0  0 -1 11  9  0  0  1
20250518  6  5  5 11 -4  0 -2  3 11  0 -1  7
20250518  6  6 62  1  4  0  3  2  1  4 18  3
20250518  6  7 26  5  1  0  0  4  2  1  3  2
20250518  6  8 48  2  2  0  3  6  3  2  9  4
20250518  6  9 12  9  1  0 -2  8  7  1  1  9
20250518  6 10 39  3  2  0  3  7  6  3 11 11
20250518  6 11  8 10  2  0  0  9  8  1  2  5
20250518  6 12  .  .  .  .  .  .  .  .  .  .
20250518  7  1 22  7  3  0  0  5  8  2  6  2
20250518  7  2 55  1  4  0  4  4  1  4 20 11
20250518  7  3 40  3  4  0  2  1  5  2 14  3
20250518  7  4 20  8  0  0  0 11 11  1  3  9
20250518  7  5 31  5  3  0  1  8 10  2 15  5
20250518  7  6 16  9  1  0  0  6  7  3  7  7
20250518  7  7 24  6  1  0  0  3  3  2  6  1
20250518  7  8 10 10  0  0  0  9  6  1  3  4
20250518  7  9 33  4  2  0  3  7  4  2  8  6
20250518  7 10  4 11 -2  0 -3 10  9  1  2  8
20250518  7 11 44  2  3  0  2  2  2  3 13 10
20250518  7 12  .  .  .  .  .  .  .  .  .  .
20250518  8  1 49  1  4  0  1  8  6  4 20  1
20250518  8  2 17  9  2  0  1  4  7  2 10 13
20250518  8  3 31  3  3  0  3  5  4  2 16  3
20250518  8  4 20  8  2  0  1  6  5  2 13 12
20250518  8  5 25  5  0  0  0  2  2  3 10  5
20250518  8  6 25  6  2  0  0 11  3  3 11  6
20250518  8  7  5 13  2  0  0 10 11  2  6  9
20250518  8  8  5 14 -2  1 -4 14 10 -1  0  4
20250518  8  9 22  7 -2  1 -4  1 14  1  2  2
20250518  8 10 13 11  2  0  0 13 12  3  5 11
20250518  8 11 16 10  1  0  1 12  1  1  3 10
20250518  8 12 28  4  2  0  2  9  9  4 23 14
20250518  9  1 38  3  2  0  3  3  6  3 12  9
20250518  9  2 28  5  1  0  0  4  4  1  4  4
20250518  9  3  5 10  1  0 -2  7  5  0  1  1
20250518  9  4 52  2  4  0  4  6  3  3 15  5
20250518  9  5 35  4  0  0  0  2  9  1  2  2
20250518  9  6 12  9  0  0  0  8 10  0  1  8
20250518  9  7 22  7  0  0  0  9  8  1  2  7
20250518  9  8 22  6  2  0  3  5  7  1  5 10
20250518  9  9 67  1  4  0  2  1  1  4 19  6
20250518  9 10 19  8  0  0  0 10  2  1  3  3
20250518  9 11  .  .  .  .  .  .  .  .  .  .
20250518  9 12  .  .  .  .  .  .  .  .  .  .
20250518 10  1 38  3  1  0  0  5  3  2  9  8
20250518 10  2 86  2  4  0  1  1  2  2  8  2
20250518 10  3 12  5  2  0  0  8  5  1  4  1
20250518 10  4 10  6 -4  1 -3  7  8 -1 -4  9
20250518 10  5  8  7 -2  0 -1  3  7 -1  1  3
20250518 10  6  4 10  1  1 -2  6  6 -1 -1  4
20250518 10  7  7  8  1  0 -2 10 10 -1 -1  5
20250518 10  8 99  1  3  0  3  4  4  2 16  7
20250518 10  9 28  4  1  0  1  2  1  1  2 10
20250518 10 10  6  9 -2  1 -3  9  9 -1 -5  6
20250518 10 11  .  .  .  .  .  .  .  .  .  .
20250518 10 12  .  .  .  .  .  .  .  .  .  .
20250518 11  1 22  6  0  0  0  2  8  1  6  6
20250518 11  2 43  2  4  0  2  6 10  2 15  2
20250518 11  3 16  9  1  0  1 10  7  1  2  5
20250518 11  4 16  8  1  0  0  4  6  1  2 10
20250518 11  5 36  3  3  0  0  9  5  2  6  7
20250518 11  6 51  1  4  0  3  1  2  4 18  1
20250518 11  7 31  5  2  0  1  3  1  1  2 11
20250518 11  8 15 10  2  0  0 11  3  1  4  4
20250518 11  9 11 11  0  0  0  8 11  1  2  3
20250518 11 10 36  4  2  0  3  7  4  3 12  8
20250518 11 11 22  7  2  0  0  5  9  1  1  9
20250518 11 12  .  .  .  .  .  .  .  .  .  .
